ID,Word,Valence_mean,Valence_SD,Arousal_mean,Arousal_SD,Dominance_mean,Dominance_SD,Valence_mean_male,Valence_mean_female
10990,shag,5.38,2.11,4.95,2.68,4.86,2.44,6,5.13
10991,shake,4.59,1.82,5.2,2.71,6.37,2.11,4.92,4.11
10992,shakedown,4.05,1.93,5.55,2.67,4.7,2.61,4.86,3.62
10993,shaker,5.19,1.12,3.58,2.67,5.7,2.3,5.62,4.92
10994,shaky,3.16,1.17,4.33,2.2,3.8,2.14,3.33,3.12
10995,shall,5.86,1.42,3.52,1.94,5.89,2.14,6,5.8
10996,shallow,3.86,1.74,3,2.34,5.95,1.99,5,3.15
10997,shallows,5.37,1.61,2.52,1.89,5.22,1.58,5.33,5.38
10998,sham,3.45,1.73,3.14,2.15,3.33,1.86,2.25,3.75
10999,shaman,5.21,1.4,4.17,2.28,4.69,2.41,5.45,4.88
11000,shame,2.62,2.11,5.4,2.64,5.21,2.8,3.31,1.5
11001,shamed,2.51,1.68,4.23,2.29,3.42,1.71,2.91,2.29
11002,shameful,3,1.8,4.81,2.82,4.35,2.46,3.25,2.86
11003,shameless,3.89,2.47,4.17,2.27,4.58,2.32,3.11,4.6
11004,shampoo,5.75,1.33,3.18,2.06,6.32,1.7,5.56,5.91
11005,shank,3.4,1.5,4.9,2.21,4.09,2.52,3.2,3.6
11006,shanty,3.14,1.65,4.56,1.85,4.5,2.15,2.62,3.46
11007,shape,5.41,1.87,3.6,2.06,5.84,2.34,5.38,5.44
11008,shard,4.05,1.72,4.18,2.7,3.89,1.62,4.67,3.77
11009,share,6.22,2.46,3.2,2.21,6.44,2.33,4.25,7.8
11010,shareholder,4.48,1.99,2.96,2.14,4.94,2.51,4.33,4.58
11011,shark,4.02,1.8,5.27,2.65,4.87,2.58,3.62,4.21
11012,sharp,5.24,2.02,6,2.11,4.92,2.1,5.25,5.23
11013,sharpen,5.67,1.41,4.74,2.64,5.67,1.63,6.2,5.46
11014,sharpshooter,4.26,2,5.62,2.09,4.75,2.65,6.33,3.88
11015,shatter,3.44,1.5,5.29,2.47,4.57,2.68,3,3.53
11016,shattering,3.67,1.43,5,3.07,4.63,2.06,4.4,3
11017,shave,4.9,1.76,3.11,2.18,6.19,2.6,4.17,5.2
11018,shaver,5.39,1.2,4.22,2.19,5.44,2.33,5,5.78
11019,shawl,4.9,1.25,3.35,1.95,5.24,2.39,4.7,5.1
11020,shear,5.21,1.75,3.57,1.99,5.15,1.87,4.33,5.38
11021,sheath,4.85,1.23,4.05,1.96,5.95,2.07,4.44,5.18
11022,shed,5.37,1.86,3.64,2.19,5.59,2.02,5.11,5.6
11023,sheep,5.32,1.89,2.95,2.26,4.42,2.6,5.31,5.33
11024,sheepdog,6.4,1.98,3.91,2.27,5.37,2.39,6.33,6.45
11025,sheer,5.38,1.4,5.55,2.74,5.44,2.18,5.62,5.23
11026,sheet,5.57,1.08,2.64,1.62,5,2,5.4,5.73
11027,sheik,5.15,1.69,4.39,2.12,4.92,2.65,5.4,5.07
11028,shelf,5.62,1.07,3.09,1.69,6,1.75,5.67,5.58
11029,shell,6.05,1.69,3.23,2.02,5.62,1.63,6,6.08
11030,shellfish,5,2.34,2.9,2.15,5.09,2.16,4.83,5.07
11031,shelter,6.5,1.61,3.25,2.19,6.11,1.91,5.88,6.92
11032,sheltered,5.39,1.94,3.14,2.01,4.1,2.61,5.83,5.08
11033,shepherd,5.75,1.29,3.05,2.09,5.72,2.05,4.67,5.94
11034,sherbet,6.36,1.89,4.65,2.64,6.37,1.61,5.25,7.31
11035,sheriff,4.44,1.89,4.3,2.62,3.67,2.28,3.62,5.1
11036,sherry,5.95,1.75,3.65,2.37,5.25,1.92,5.92,6
11037,shield,5.91,1.41,3.65,2.51,6.41,2.24,6.33,5.62
11038,shift,4.95,1.13,3.82,2.24,5.38,2.06,5.36,4.38
11039,shifty,3.37,2.48,4.78,1.88,4.72,1.67,3.33,3.4
11040,shilling,5.36,1.62,3.76,2.19,5.32,1.84,5.86,4.5
11041,shimmer,6.95,1.36,5.37,2.48,5.52,2.02,6.6,7.06
11042,shimmering,6.81,1.25,4.33,2.39,5.35,1.73,6.22,7.25
11043,shimmy,6.52,1.72,5.2,2.65,5.97,1.92,6.88,6.31
11044,shin,5.09,1.15,3.68,2.38,5.88,2.29,4.89,5.23
11045,shindig,6.9,1.51,5.8,2.28,6.19,2.14,6.38,7.23
11046,shine,7.27,1.39,5.19,2.4,5.96,2.14,7.11,7.38
11047,shiner,4.84,2.06,4,1.92,4.88,1.75,4.92,4.67
11048,shingle,4.45,2.09,3.71,2.28,4.52,2.29,5.1,3.8
11049,shining,5.84,1.57,3.89,2.32,5.88,2.06,6,5.62
11050,shiny,6.68,1.89,4.45,2.14,6.17,2.26,7.08,5.83
11051,ship,6.14,1.68,3.94,2.29,5.84,2.25,6.22,6.08
11052,shipment,5.26,1.41,3.91,1.86,6.05,1.47,5.5,5.09
11053,shipping,5.6,1.23,4.41,2.42,6.08,2.15,6.29,5.23
11054,shipshape,5.2,1.36,4.29,2.27,5.57,2.28,5.25,5.17
11055,shipwreck,3.84,1.42,6.85,1.69,3.48,1.86,3.8,3.77
11056,shipyard,5.05,1.23,3.52,2.19,4.65,1.29,5.4,4.7
11057,shire,5.78,1.56,3.3,1.75,5.76,1.54,7,5.31
11058,shirt,5.56,1.85,2.3,1.59,5.67,1.37,4.38,6.5
11059,shit,3.91,2.27,5.67,2.69,4.59,2.27,3.83,4.13
11060,shitfaced,4.65,3.08,6.05,2.72,3.23,2.34,6.86,3.46
11061,shithead,2.37,2.14,6,2.25,3.96,2.2,2.77,1.5
11062,shitload,4.76,2.39,6.19,2.5,5.09,2.72,4.85,4.62
11063,shitty,2.3,1.56,5.45,2.26,4.1,2.26,2.67,2
11064,shiver,3.61,2.12,4.65,2.54,3.04,1.55,3.2,3.77
11065,shock,3.9,2.05,5.95,2.86,5.79,2.94,4.62,2.75
11066,shocker,4.35,2.03,4.62,2.67,3.92,2.02,4,4.44
11067,shocking,4.63,2.36,5.3,2.68,4.12,1.92,5.15,3.5
11068,shoddy,4.14,1.88,4.8,2.28,4.83,2.24,4.5,3.92
11069,shoe,5.78,1.73,2.4,1.67,5.44,1.54,4.75,6.6
11070,shoelace,5.71,1.38,3.13,2.24,5.38,1.39,5.55,5.9
11071,shoemaker,5.86,1.98,2.7,2.12,5.83,2.04,6.33,5.5
11072,shoes,5.88,1.92,3.57,2.87,6.39,2.43,5.55,6.15
11073,shoeshine,5.68,2.06,2.9,1.8,5.75,2.53,5.67,5.93
11074,shoot,3.5,2.37,6,2.47,4.67,2.54,3.67,3.53
11075,shooter,3.7,2,6.48,2.06,4.8,2.89,4,3.45
11076,shootout,3.32,1.83,6.09,2.58,4.27,2.69,4,2.7
11077,shop,5.89,2.4,4.76,2.62,5.72,2.22,4.62,6.9
11078,shopkeeper,5.35,1.76,3.57,2.09,6,1.76,5.44,5.27
11079,shoplifter,2.26,1.41,5.59,2.5,4.86,2.32,2.78,1.8
11080,shoplifting,2.95,1.72,4.32,2.88,4.76,2.54,3.7,2.27
11081,shopper,5.29,1.49,3.94,2.53,6.06,2.05,4.9,5.86
11082,shoreline,6.29,1.59,4.42,2.43,5.81,2.77,6,6.4
11083,short,5.67,1.41,2.62,2.01,4.39,2.3,5.62,5.7
11084,short story,5.42,1.46,3.86,2.48,5.25,2.07,4.67,5.56
11085,shortage,3.63,1.57,3.72,2.02,3.35,2.09,3.82,3.38
11086,shortcake,6.89,1.45,4.14,2.54,5.5,2.12,6.33,7.15
11087,shortcut,5.84,1.64,4.05,2.52,5.15,2.5,6.33,5.75
11088,shorten,5.05,1.56,2.77,1.8,5.35,2.08,4.8,5.27
11089,shorthand,4.9,1.51,4.44,2.02,5.45,2.24,5.5,4.54
11090,shortness,3.75,1.29,4.48,2.2,4.41,2.69,3.8,3.7
11091,shorts,5.95,1.85,4.23,2.29,6.57,2.06,5.89,6
11092,shortstop,5.3,1.92,4.4,2.19,5.81,2.04,4.82,5.89
11093,shortwave,5.3,0.73,4.33,2.33,4.21,2.28,5.38,5.25
11094,shot,2.82,1.71,6.48,2.38,3.39,2.33,3.5,2.6
11095,shotgun,3.5,2.04,6.55,2.22,4.92,2.75,5.4,2.87
11096,shoulder,5.1,1.89,2.96,1.61,4.81,1.4,4.2,5.4
11097,shout,5,1.65,6.29,2.05,5.85,2.2,5,5
11098,shove,3.1,1.14,3.83,3.06,4.41,2.43,3.5,2.85
11099,shovel,4.8,1.58,3.5,1.87,6.42,1.74,4.56,5
11100,show,5.91,1.27,4.1,2.41,5.83,1.98,5.83,6.07
11101,showbiz,5.52,1.33,6.05,2.54,5.24,2.26,5,5.73
11102,showboat,5,2.29,4.12,2.39,5.27,1.67,3.4,5.53
11103,showcase,6.29,1.45,3.71,3,4.4,2.26,6.25,6.31
11104,showdown,4.68,2.11,5.55,2.61,5.08,2.24,5.08,3.83
11105,shower,7.19,1.57,4.15,2.72,7.47,1.68,6.69,8
11106,showgirl,5.38,2.56,5.76,2.57,5.59,1.74,6,4.38
11107,showoff,4,2.19,5.45,2.01,4.53,2.31,3.62,4.23
11108,showroom,5.57,2.01,3.88,3.01,5,2.55,6.25,5.15
11109,shrapnel,3.6,1.85,4.96,2.36,3.43,2.38,3,4.09
11110,shred,4.53,2.39,3.7,2.1,5.32,1.95,4.67,4.4
11111,shrew,3.83,1.76,3.87,2.07,4.48,2.46,4.71,3.47
11112,shrewd,4.4,1.73,4.18,2.54,6.29,1.15,4,4.73
11113,shriek,3.45,1.8,5.37,2.82,4,1.67,3.41,3.5
11114,shrill,3.33,1.46,5.95,2.04,3.52,1.92,3.25,3.44
11115,shrimp,6.95,1.72,3.78,2.52,5.23,1.88,6.82,7.1
11116,shrine,5.38,1.47,3.35,2.1,5.31,2.19,5.64,5.1
11117,shrink,4,0.89,3.42,2.1,3.7,2,3.88,4.08
11118,shrivel,4.21,2.25,4.14,2.08,4.05,1.96,4.67,3.8
11119,shroud,4.21,1.96,3.4,2.11,4.5,2.4,5,4.2
11120,shrug,4.71,1.82,3.9,1.74,5.1,2.4,5.67,4.33
11121,shrunken,3.58,1.8,4.43,2.06,4.36,1.97,3.89,3.3
11122,shudder,4.1,1.14,4.48,2.68,4.16,1.95,3.78,4.33
11123,shuffle,4.72,1.02,3.45,2.28,4.92,1.87,4.4,4.85
11124,shuffleboard,4.77,1.41,3.92,2.22,5.65,2.29,5,4.62
11125,shuffling,4.85,1.84,4.68,2.38,5.77,2.14,4.91,4.78
11126,shun,2.42,1.3,4.04,2.33,4.63,1.83,2.11,2.7
11127,shunt,4.2,1.28,3.76,2,4.68,2.43,4.67,4.12
11128,shut,4.5,1.44,4.05,2.18,5.61,2.3,5.17,4.2
11129,shutdown,3.57,1.72,2.92,2.15,5.35,2.3,3.38,3.69
11130,shuteye,5.47,1.74,3.06,2.13,4.59,2.74,5.91,4.88
11131,shutter,4.7,1.81,3.38,2.33,5.28,2.17,4.75,4.69
11132,shuttle,5.65,1.5,3.81,1.94,5.86,1.77,5.78,5.55
11133,shy,5.16,1.74,3.33,2.11,4.5,2,4.67,5.4
11134,shyness,4.43,1.47,3,2.3,5.9,2.43,4.12,4.62
11135,shyster,3.68,1.45,4,2.43,3.35,2,4.64,2.38
11136,sibling,7.27,1.16,5.16,2.71,4.81,1.75,7.4,7.25
11137,sick,2.29,1.38,4.67,2.58,2.84,1.97,2.58,1.89
11138,sickbay,3.65,1.95,4.18,2.46,4.81,2.69,5.14,2.85
11139,sickening,2.53,1.58,5.05,2.14,3.8,2.21,3.33,2.38
11140,sickle,3.95,2.09,3.5,2.24,4.32,2.07,4.17,3.85
11141,sickly,3.16,1.99,4.41,2.5,3.85,1.98,3.8,2.73
11142,sickness,2.4,1.27,3.95,2.25,2.8,2.14,2.18,2.67
11143,side,5.32,1.32,3.14,2.08,5.82,1.91,4.33,5.73
11144,sidearm,4.55,1.64,3.67,2.55,4.86,2.34,5.38,4
11145,sidebar,4.95,2.14,3.85,2.56,4.89,2.09,4.29,5.31
11146,sideburns,4.18,1.3,4.29,2.24,5.39,2.17,4.71,3.93
11147,sidecar,6.11,1.45,4.73,1.93,4.5,2.41,6.11,6.1
11148,sidekick,6.14,2.2,4.08,2.12,5.79,2.18,6.11,6.17
11149,sideline,4.55,1.54,3.35,1.92,4.5,1.57,4.73,4.33
11150,sideshow,4.86,1.39,5,2.29,5.58,1.87,5.43,4.54
11151,sidewalk,5.67,1.56,3.65,1.66,6.19,2.29,6.17,5.47
11152,sidewinder,4.26,1.97,5.09,2.67,4.23,1.85,4.44,4.1
11153,siege,4.1,2.1,5.55,2.44,4.39,2.61,4.75,3.69
11154,siesta,6.38,1.69,3.59,2.13,6.6,2.3,6,6.57
11155,sift,5.09,0.92,3.67,2.08,5.43,2.31,5.4,5
11156,sigh,4.29,1.74,2.91,1.74,5,2.37,5.8,3.81
11157,sight,7.11,1.41,3.2,2.89,5.94,1.86,6.62,7.5
11158,sighting,5.57,1.29,4.26,2.03,5.62,1.98,5.45,5.7
11159,sightseeing,7.38,1.36,5.08,2.67,6.41,2.24,7.62,7.23
11160,sigma,4.83,2.43,3.23,1.97,5.26,1.66,5.27,4.67
11161,sign,5.27,1.08,3.19,1.83,5.38,2.06,4.83,5.47
11162,signal,5.27,1.16,4.05,2.28,7.05,2.17,5.23,5.33
11163,signature,5.57,1.69,3.3,2.3,6.88,1.93,5.64,5.5
11164,significance,6.21,1.72,4,1.92,5.96,2.14,6.33,6.19
11165,significant,6.6,1.27,4.9,2.51,6,1.75,6.71,6.54
11166,signify,5.16,2.06,4.8,2.4,5.58,1.79,5.54,4.33
11167,silence,5.25,2.07,3.48,2.66,6.26,1.73,5.1,5.4
11168,silencer,3.9,1.79,3.57,2.76,4,2.59,3.89,3.92
11169,silent,5.14,1.98,3.21,2.02,6.59,2.28,4.75,5.38
11170,silhouette,6.1,1.45,3.14,2.19,5.2,2.52,6.1,6.09
11171,silicon,5.1,1.97,4.05,1.96,6.19,1.78,5.11,5.09
11172,silicone,4.26,1.48,3.44,1.85,5.24,2.08,5,3.25
11173,silk,6.55,1.93,3.88,2.5,5.55,2.37,6.71,6.36
11174,silken,6.38,1.88,2.7,2.03,5.8,2.57,6.33,6.4
11175,silky,7,2.06,3.73,2.47,5.93,1.7,5.83,7.58
11176,sill,5,1.45,3.36,1.96,5.41,1.79,5.5,4.69
11177,silliness,6.27,1.61,5.13,2.75,6.21,1.9,6.12,6.15
11178,silly,6.72,1.72,4.86,2.36,6.5,1.56,7,6.54
11179,silo,4.59,0.94,2.9,2.38,4.83,1.64,4.67,4.4
11180,silver,7.48,1.75,4,2.53,7.05,2.39,7.23,7.88
11181,silverware,5.76,1.64,2.96,1.87,5.27,1.82,5.36,6.2
11182,silvery,5.72,1.87,3.67,2.63,4.88,2.47,5.73,5.71
11183,similar,5.86,1.42,3.43,1.83,5.8,1.98,6,5.67
11184,similarity,6.05,1.85,3.14,2.24,5.12,1.76,6,6.06
11185,simmer,5.86,1.42,3.18,2.17,5.41,1.97,5.8,5.91
11186,simple,7.17,1.54,2.71,2.35,6.5,1.62,6.75,7.5
11187,simpleton,4.53,2.29,3.18,2.42,4.11,2.2,4.67,4.46
11188,simplicity,7.05,1.13,3.57,2.11,6.18,2.22,6.67,7.12
11189,simplify,6.35,1.35,3.1,2.59,6.41,1.92,6.43,6.31
11190,simplistic,6.43,1.4,3.88,2.59,6.16,1.42,7.11,5.92
11191,simulate,5.76,1.55,4.84,2.29,5.19,2.34,5.67,5.8
11192,simulated,5.63,1.71,4.61,2.21,5.42,2.06,5.44,5.8
11193,simulation,5.67,1.11,3.83,2.33,4.81,2.17,5.73,5.6
11194,simulator,5.9,2,3.82,2.32,5.43,2.16,5.89,5.92
11195,simultaneous,5.57,1.63,3.48,2.06,5.59,2.27,5.67,5.5
11196,sin,3.08,1.85,5.82,2.04,5.74,2.21,3.36,2.92
11197,sincere,6.86,2.03,3.91,2.72,7.21,1.84,6.88,6.77
11198,sincerity,7.9,1.21,4.42,2.48,6.19,1.55,8.09,7.67
11199,sinful,3.37,2.39,5.76,2.34,4.09,2.58,5.33,3
11200,sing,7.5,1.37,4.1,2.49,6.67,1.88,7.17,7.6
11201,singer,6.9,1.41,4.86,2.08,5.79,2.17,7.2,6.6
11202,single,5.39,2.06,3.85,2.25,4.83,2.41,5.12,5.6
11203,singular,4.89,1.2,3.12,1.9,5.24,2.14,5.09,4.62
11204,singularity,4.6,2.14,3.22,2.19,5.33,2.03,4.89,4.36
11205,sinister,2.63,1.57,5.1,2.73,4.15,2.52,2,2.6
11206,sink,4.62,1.63,3.7,2.18,4.1,2.27,4,4.81
11207,sinker,4.84,1.77,3.45,2.32,3.96,1.89,5.17,4.69
11208,sinner,3.25,2.02,5.38,2.58,5.67,2.37,4.14,2.77
11209,sinus,3.57,1.54,3.23,2.37,4.78,2.14,3.8,3.36
11210,sip,5.38,1.16,2.71,1.94,6.3,2.27,5.38,5.38
11211,sir,5.45,1.41,4.33,2.35,5.11,1.75,5.67,5.47
11212,sire,5.38,1.43,3.54,2.47,5.47,2,5.75,5.15
11213,siren,3.8,2.09,6.1,2.86,4.88,2.29,3.36,4.33
11214,sirloin,7.38,1.24,4,2.59,5.9,1.97,7.62,7.23
11215,sissy,3.42,1.74,3.26,2.53,4.61,2.46,4.11,2.8
11216,sister,7,1.77,3.86,2.06,5.59,2.53,6.5,7.2
11217,sisterhood,5.68,1.2,4.33,2.35,4.88,2.42,5.55,5.88
11218,sit,5.82,1.18,3.19,2.11,6.06,2.31,6,5.8
11219,sitcom,6.1,1.22,3.29,2.87,4.9,2.15,6.38,5.92
11220,site,5.22,1.48,3.55,1.63,6.09,1.93,5.5,5
11221,sitter,4.89,1.33,2.73,1.93,4.68,2.53,4.89,4.9
11222,situation,5.33,1.53,4.05,2.58,4.33,2.14,5,5.6
11223,six,4.85,1.6,3.18,2.13,5.58,2.19,4.4,5
11224,sixpence,4.62,1.63,3.52,2.15,5.22,2.16,4.89,4.42
11225,sixteen,6.3,1.56,4.2,2.24,4.36,1.09,6.43,6.23
11226,sixty,4.7,1.95,3.9,2.59,4.77,2.47,5.2,4.53
11227,sizable,6.62,1.6,4.3,1.98,6.19,1.99,6.83,6.53
11228,size,5.61,1.42,3.14,2.17,5.22,2.02,5.38,5.8
11229,sizzle,6.14,1.39,4.39,2.46,4.85,1.46,6.55,5.7
11230,ska,4.57,2.06,3.56,2.18,5.42,2.34,4.78,4.42
11231,skate,6.74,1.66,4.48,2.5,4.84,1.86,6.22,7.2
11232,skateboard,5.16,2.06,4,2.61,5.16,1.82,3.5,5.6
11233,skater,6.16,1.83,3.95,2.6,5.24,2.17,5,6.47
11234,skedaddle,5.24,2.02,4.11,2.64,5.05,2.3,4.83,5.4
11235,skeet,4.25,1.74,5.1,2.45,5.42,2.01,4.67,3.91
11236,skeletal,3.63,1.86,4.2,1.94,5.65,2.25,5,3.47
11237,skeleton,4.37,1.95,4.55,2.86,4.64,1.83,5.33,3.92
11238,skeptic,4.21,1.55,5.35,1.5,5.59,1.92,4.2,4.08
11239,skeptical,3.58,1.77,5.45,2.15,5.26,1.97,3.67,3.5
11240,skepticism,4.3,2,5.3,2.41,4.92,2.18,3.45,5.33
11241,sketch,6.21,1.4,4.33,2.2,6.2,1.91,6,6.25
11242,sketchy,4.09,1.77,4.96,1.93,4.58,2.04,4.11,4.08
11243,skewer,5.37,1.67,4.81,2.11,5.83,1.7,5,5.46
11244,ski,5.91,2.11,6.05,2.55,4.86,2.35,5.8,5.81
11245,skid,4,1.92,4.45,2.16,4.4,2.54,5,3.6
11246,skier,5.76,1.18,3.14,2.4,5.81,2.15,5.6,5.91
11247,skiing,6.25,2.07,5.4,2.36,5.7,2.36,7.62,5.33
11248,skijump,5.11,1.33,5.5,2.58,5.36,2.45,5,5.12
11249,skill,6.65,1.81,4.94,2.39,7.41,1.65,7.6,6.33
11250,skilled,7.05,1.05,5,2.6,7.43,1.66,6.8,7.19
11251,skillet,5.85,1.9,3.24,2.66,5.33,2.32,5.75,5.88
11252,skillful,6.86,1.28,4.42,2.3,6.75,2.15,7.22,6.62
11253,skim,4.67,1.88,3.55,1.82,5.62,2.33,5.83,4.2
11254,skimpy,4.65,2.32,4,2.66,5.28,2.42,5.25,4.25
11255,skin,5.78,1.63,3.25,2.51,5,1.71,5.38,6.1
11256,skinny,5.36,2.15,4.27,2.36,5.79,2.28,5.11,5.54
11257,skip,4.76,1.58,4.25,1.96,5.35,2.32,4.75,4.77
11258,skirmish,4.25,2.05,5.11,2.52,4.42,2.26,5,4
11259,skirt,6.14,1.88,4.88,2.63,5.86,2.13,6.25,6.08
11260,skit,5.63,1.92,4.8,2.12,5.71,2.22,5,5.92
11261,skittish,4.27,1.12,4.95,2.54,4.21,2.27,4.62,4
11262,skull,3.63,2.03,4.98,2.34,4.19,2.18,4,3.46
11263,skunk,3.78,1.96,5.81,2.23,4.04,1.89,3.2,4.17
11264,sky,7.32,1.7,2.74,1.91,5.61,2.42,6.67,7.44
11265,skylight,6.8,1.24,3.95,2.61,5.5,2.11,6.57,6.92
11266,skyline,6.17,1.79,4.4,2.62,5.35,2.18,5,6.4
11267,skyscraper,5.84,1.54,5.33,2.46,5.25,2.4,4.67,6.06
11268,slab,4.7,1.63,2.4,1.43,4.27,1.58,5.43,4.31
11269,slack,3.85,1.6,3.22,2.26,5.08,2.3,4.2,3.73
11270,slag,2.63,1.57,3.9,2.19,3.92,1.82,3.33,2.31
11271,slam,4.79,2.04,4.61,2.35,4.12,2.29,5.64,3.62
11272,slammer,4.09,2.02,4.79,2.32,3.85,2.64,4.8,3.88
11273,slander,2.45,1.36,5.68,2.58,3.62,1.96,2.18,2.78
11274,slang,5.25,1.65,4.47,2.5,5.59,2.15,4.6,5.47
11275,slant,4.84,1.64,4.1,2.29,5.08,1.79,5.08,4.33
11276,slap,2.95,1.43,4.59,2.3,4.78,2.52,3.33,2.88
11277,slash,4.85,1.73,5.65,2.81,4.97,2.37,5,4.75
11278,slate,4.77,1.11,3.19,2,6,1.86,5.11,4.54
11279,slaughter,2.33,1.85,5.77,2.36,3.57,2.28,2.76,2.05
11280,slaughterhouse,2.68,1.67,6.76,2.39,3.17,2.39,3.6,2.38
11281,slave,2.06,1.92,4.53,2.68,2.61,2.5,2.75,1.5
11282,slavery,2,1.97,5.45,3,2.68,2.4,1.5,2.25
11283,slay,2.63,1.54,4.9,2.28,5.39,2.86,3,2.56
11284,slayer,4.43,2.56,4.88,2.8,5,2.47,5.11,3.92
11285,sleaze,2.95,2.06,4.12,1.8,3.82,2.08,3.38,2.69
11286,sleazy,3.85,1.93,5.64,2.19,4.6,1.6,3.67,4
11287,sled,6.35,1.58,3.25,2.24,5.6,1.71,6.4,6.33
11288,sledge,4.55,0.69,3.25,1.89,4.95,1.84,4.71,4.46
11289,sledgehammer,3.57,1.83,4.43,2.64,4.41,2.24,4.33,3
11290,sleek,6.26,1.48,4.08,2.28,5.71,2.31,6.5,6.09
11291,sleep,7.22,1.65,3.6,2.57,5.3,2.58,7.25,7.19
11292,sleeper,5.84,1.57,3.04,2.26,5.86,2.05,5.12,6.36
11293,sleepless,3.11,2.03,4.64,2.36,3.08,2.15,2.67,3.33
11294,sleepover,6.26,1.69,4.7,1.87,5.33,2,6.33,6.2
11295,sleepy,4.36,1.36,3.04,2.51,4.56,2.18,4,4.77
11296,sleepyhead,5.43,1.83,2.85,2.03,4.7,2.75,5.83,5.27
11297,sleet,4.4,1.88,4,2.53,3.88,1.9,4.25,4.44
11298,sleeve,5.95,1.39,3.26,2.34,6.05,1.72,5.56,6.3
11299,sleigh,6.11,1.7,3.42,1.98,5.85,2.21,5.25,6.73
11300,sleight,4.65,1.73,3.24,2.26,3.72,1.97,3.75,4.88
11301,slender,6.05,1.99,4.17,2.62,5.32,2.01,6.4,5.93
11302,slice,5.05,1.65,3.5,2.52,5.05,2.35,4.67,5.33
11303,slick,5,1.49,4.17,2.79,5.25,2.22,4.88,5.08
11304,slicker,4.84,1.61,3.82,2.68,5.14,1.76,4.83,4.85
11305,slide,5.71,1.71,3.3,2.1,5.5,2.38,6,5.5
11306,slider,5.94,1.43,4.35,2.37,5.44,1.69,5.89,6
11307,slight,4.6,1.47,3.78,1.93,5.62,1.53,4.89,4.36
11308,slim,6.63,1.61,4.26,2.07,4.47,2.29,6,7.2
11309,slime,3.15,1.57,4.58,2.47,4.04,1.71,3.84,2.65
11310,slimy,3.21,1.36,5.1,1.67,5,2.39,5,2.88
11311,sling,4.26,1.59,4.9,1.94,5.73,2.03,3.9,4.67
11312,slingshot,5.41,1.99,5.47,2.17,5.48,2.06,5.8,5.44
11313,slinky,4.63,1.8,3.95,2.3,5.21,1.84,4.67,4.62
11314,slip,4.33,1.28,4.7,2.03,3.81,1.92,4.73,3.9
11315,slipper,5.8,1.47,3.83,2.41,5.93,2.18,5.5,6
11316,slippery,4.38,1.36,5.35,2.4,4,2.3,5,4.17
11317,slit,4.26,2.26,4.23,2.54,4.22,2.24,4.91,3.71
11318,sliver,5.75,1.83,3.85,2.52,4.5,1.97,5.43,5.92
11319,slob,2.48,1.33,4.7,2.43,4.29,2.33,3.33,2.13
11320,slobber,3.65,1.97,4.29,2.65,3.92,2.18,3.17,3.82
11321,slogan,4.9,1.92,3.45,1.7,5.24,2.09,4.75,4.94
11322,slop,3.74,2.1,3.41,2.24,4.5,2.18,3.45,4.57
11323,slope,5.42,1.46,3.59,2.89,4.5,1.53,4.67,5.77
11324,sloppy,3.42,1.89,3.64,1.84,3.62,1.71,3,3.62
11325,slot,5.2,1.51,4.1,2.21,5.12,2.42,5.7,4.7
11326,sloth,4.05,2.14,2.9,2.2,4,2.27,3.86,4.15
11327,slouch,3.85,1.04,3.45,2.46,4.79,2.51,3.22,4.36
11328,slow,4,1.33,2.89,2.05,5.39,2.38,4.06,3.96
11329,sludge,2.95,1.23,4.38,2.27,4.33,2.48,2.5,3.4
11330,slug,3.16,1.54,4.9,2.53,4.56,2.39,3,3.33
11331,slugger,4.67,1.59,4.96,2.18,5.88,2.03,4.88,4.54
11332,sluggish,4.05,1.96,3.2,2.24,4.5,2.31,5.12,3.38
11333,slum,2.55,1.1,4.2,2.59,3.83,2.43,2.6,2.53
11334,slumber,6.24,1.7,2.73,2.14,5.08,2.1,5.5,6.91
11335,slump,3.95,2.01,4.19,1.94,4.48,2.2,3.67,4.33
11336,slur,2.89,2.11,3.48,2.25,4.47,2.25,3,2.8
11337,slurp,5,2.03,4.81,1.75,5.67,1.62,4.67,5.27
11338,slush,4.68,1.98,4.16,2.63,4.78,2.41,4.29,4.89
11339,slut,2.55,1.28,5.96,2.36,3.9,2.68,2.4,2.6
11340,slutty,3.5,2.61,6.55,1.95,5.19,2.5,4.11,3
11341,sly,3.74,1.79,4.76,2.56,5.38,2.55,4.4,3.5
11342,smack,3.95,2.22,5.39,2.21,5.11,2.22,4.11,3.8
11343,small,5.76,2.02,3.43,1.78,4.53,2.07,4.5,6.29
11344,smallpox,2.02,1.26,4.9,2.5,3.34,2.39,1.94,2.08
11345,smart,7.73,1.2,3.81,2.27,6.81,2.61,8.33,7.53
11346,smartass,5.1,1.92,5.45,2.35,5.4,2.84,5.5,5
11347,smarten,6.22,1.8,3.7,2.58,5.84,2.15,7.4,5.77
11348,smarty,6.36,1.4,4.05,2.4,6.68,1.94,6.64,5.88
11349,smash,4.68,1.46,5.76,2.17,5.77,1.88,4.64,4.75
11350,smear,3.84,1.64,4.04,2.74,4.89,2.36,4.12,3.64
11351,smell,6.39,1.79,5.24,2.83,5.44,2.28,5.5,7.1
11352,smelly,2.68,1.46,5.43,2.27,4,1.75,3.4,2.47
11353,smidgen,5.17,1.83,3.95,2.26,5.25,2.2,5.62,4.93
